```,click_start_Date,click_start_Time,Click_EndDate,Click_EndTime,AdID,DisplayDate,DisplayTime,,,
419,2013-7-21,10:49:13,2013-7-21,10:49:28,789850537,2013-7-21,10:48:52,,,
486,2013-7-21,17:55:27,2013-7-21,17:56:01,650089476,2013-7-21,17:55:25,,,
488,2013-7-22,01:20:39,2013-7-22,01:21:09,418354002,2013-7-22,01:20:34,,,
440,2013-7-23,05:36:34,2013-7-23,05:36:37,857235237,2013-7-23,05:36:09,,,
218,2013-7-23,12:44:46,2013-7-23,12:45:09,949149696,2013-7-23,12:44:44,,,
447,2013-7-24,09:27:50,2013-7-24,09:28:42,764655494,2013-7-24,09:27:44,,,
482,2013-7-24,20:36:06,2013-7-24,20:36:23,857235237,2013-7-24,20:36:04,,,
482,2013-7-26,13:30:37,2013-7-26,13:30:57,646187283,2013-7-26,13:30:35,,,
432,2013-7-27,12:16:10,2013-7-27,12:17:10,473139322,2013-7-27,12:15:37,,,
478,2013-7-27,13:00:49,2013-7-27,13:00:53,709380995,2013-7-27,13:00:46,,,
474,2013-7-28,19:14:09,2013-7-28,19:14:20,716155574,2013-7-28,19:14:04,,,
490,2013-7-29,14:59:58,2013-7-29,15:00:02,246611131,2013-7-29,14:59:48,,,
498,2013-8-1,12:59:13,2013-8-1,12:59:27,32541119,2013-8-1,12:58:40,,,
486,2013-8-2,00:30:07,2013-8-2,00:30:28,36227343,2013-8-2,00:29:44,,,
491,2013-8-2,04:28:51,2013-8-2,04:28:55,152990366,2013-8-2,04:28:43,,,
485,2013-8-2,12:23:10,2013-8-2,12:23:12,556951804,2013-8-2,12:22:42,,,
484,2013-8-4,23:07:24,2013-8-4,23:07:54,32541119,2013-8-4,23:06:51,,,
267,2013-8-5,08:38:08,2013-8-5,08:38:08,727081265,2013-8-5,08:37:46,,,
496,2013-8-6,06:01:27,2013-8-6,06:01:44,679397142,2013-8-6,06:01:18,,,
436,2013-8-8,17:21:38,2013-8-8,17:22:15,343946581,2013-8-8,17:21:19,,,
442,2013-8-8,20:23:32,2013-8-8,20:24:11,427650848,2013-8-8,20:23:30,,,
418,2013-8-10,23:16:12,2013-8-10,23:16:14,721816654,2013-8-10,23:15:46,,,
460,2013-8-12,01:53:29,2013-8-12,01:53:40,85476391,2013-8-12,01:53:17,,,
476,2013-8-12,21:09:26,2013-8-12,21:09:28,491342115,2013-8-12,21:08:53,,,
477,2013-8-13,03:55:27,2013-8-13,03:55:34,365230759,2013-8-13,03:55:19,,,
462,2013-8-14,23:19:38,2013-8-14,23:20:16,196832652,2013-8-14,23:19:34,,,
451,2013-8-15,08:47:44,2013-8-15,08:47:45,979401844,2013-8-15,08:47:23,,,
462,2013-8-15,15:34:14,2013-8-15,15:35:03,154025031,2013-8-15,15:33:40,,,
341,2013-8-15,21:16:25,2013-8-15,21:16:42,319532664,2013-8-15,21:16:14,,,
483,2013-8-16,04:21:29,2013-8-16,04:21:43,880338659,2013-8-16,04:20:59,,,
489,2013-8-16,05:38:02,2013-8-16,05:38:51,331940828,2013-8-16,05:37:28,,,
418,2013-8-18,05:08:34,2013-8-18,05:08:38,388167560,2013-8-18,05:08:21,,,
477,2013-8-18,10:09:14,2013-8-18,10:09:19,331940828,2013-8-18,10:08:50,,,
480,2013-8-20,17:51:55,2013-8-20,17:52:11,504722514,2013-8-20,17:51:36,,,
480,2013-8-20,18:06:07,2013-8-20,18:06:18,760173167,2013-8-20,18:05:42,,,
366,2013-8-20,20:49:30,2013-8-20,20:50:00,894297868,2013-8-20,20:49:17,,,
492,2013-8-21,02:14:05,2013-8-21,02:14:07,741386846,2013-8-21,02:13:49,,,
296,2013-8-22,08:08:46,2013-8-22,08:09:15,315271923,2013-8-22,08:08:38,,,
436,2013-8-23,15:51:28,2013-8-23,15:51:34,81345445,2013-8-23,15:51:11,,,
446,2013-8-24,05:05:04,2013-8-24,05:05:58,570472938,2013-8-24,05:04:34,,,
440,2013-8-25,06:44:08,2013-8-25,06:45:03,690604515,2013-8-25,06:43:34,,,
222,2013-8-26,12:11:40,2013-8-26,12:12:16,571345793,2013-8-26,12:11:29,,,
191,2013-8-26,14:37:19,2013-8-26,14:37:34,257486418,2013-8-26,14:36:46,,,
348,2013-8-26,18:19:35,2013-8-26,18:19:48,95341436,2013-8-26,18:19:28,,,
433,2013-8-28,18:44:54,2013-8-28,18:45:16,672292431,2013-8-28,18:44:33,,,
36,2013-8-29,20:10:58,2013-8-29,20:11:18,436868349,2013-8-29,20:10:51,,,
485,2013-8-29,23:54:27,2013-8-29,23:54:55,709380995,2013-8-29,23:54:15,,,
435,2013-8-31,02:19:29,2013-8-31,02:19:57,389271882,2013-8-31,02:19:25,,,
497,2013-8-31,17:35:51,2013-8-31,17:36:13,671956331,2013-8-31,17:35:21,,,
391,2013-9-1,10:16:37,2013-9-1,10:16:44,127355935,2013-9-1,10:16:29,,,
414,2013-9-1,23:52:41,2013-9-1,23:52:56,389271882,2013-9-1,23:52:17,,,
428,2013-9-2,16:20:35,2013-9-2,16:20:54,982273665,2013-9-2,16:20:12,,,
411,2013-9-3,01:40:02,2013-9-3,01:40:24,765201484,2013-9-3,01:39:53,,,
417,2013-9-3,12:44:34,2013-9-3,12:45:31,849866835,2013-9-3,12:44:23,,,
344,2013-9-3,17:27:47,2013-9-3,17:28:36,556951804,2013-9-3,17:27:15,,,
496,2013-9-4,19:01:39,2013-9-4,19:01:57,297765207,2013-9-4,19:01:15,,,
489,2013-9-5,21:10:23,2013-9-5,21:10:50,240700146,2013-9-5,21:09:57,,,
460,2013-9-7,04:35:10,2013-9-7,04:35:18,783003214,2013-9-7,04:35:05,,,
436,2013-9-7,14:54:58,2013-9-7,14:55:34,25427930,2013-9-7,14:54:33,,,
414,2013-9-13,23:43:22,2013-9-13,23:43:43,191164697,2013-9-13,23:42:56,,,
418,2013-9-15,01:09:41,2013-9-15,01:09:45,721637978,2013-9-15,01:09:32,,,
433,2013-9-15,10:49:40,2013-9-15,10:50:11,417434750,2013-9-15,10:49:35,,,
499,2013-9-15,23:05:11,2013-9-15,23:05:31,645254494,2013-9-15,23:04:38,,,
471,2013-9-17,10:24:14,2013-9-17,10:24:19,485703482,2013-9-17,10:24:04,,,
486,2013-9-17,20:41:32,2013-9-17,20:41:55,460172409,2013-9-17,20:40:57,,,
452,2013-9-18,06:52:47,2013-9-18,06:52:49,78589890,2013-9-18,06:52:32,,,
245,2013-9-19,17:19:59,2013-9-19,17:20:21,353558541,2013-9-19,17:19:55,,,
443,2013-9-20,15:21:12,2013-9-20,15:22:05,857202869,2013-9-20,15:20:50,,,
495,2013-9-20,23:12:01,2013-9-20,23:12:09,359796001,2013-9-20,23:11:37,,,
406,2013-9-21,11:36:29,2013-9-21,11:36:58,331940828,2013-9-21,11:36:09,,,
423,2013-9-21,23:23:37,2013-9-21,23:24:35,782763467,2013-9-21,23:23:17,,,
442,2013-9-24,21:25:51,2013-9-24,21:25:58,209520711,2013-9-24,21:25:21,,,
497,2013-9-25,21:07:10,2013-9-25,21:07:22,373802732,2013-9-25,21:06:59,,,
29,2013-9-26,21:07:29,2013-9-26,21:07:51,940114001,2013-9-26,21:06:57,,,
486,2013-9-26,21:13:44,2013-9-26,21:14:21,335561018,2013-9-26,21:13:23,,,
480,2013-9-27,00:29:10,2013-9-27,00:29:16,993826236,2013-9-27,00:28:50,,,
474,2013-9-28,10:55:30,2013-9-28,10:55:41,225983496,2013-9-28,10:55:18,,,
498,2013-9-28,17:41:12,2013-9-28,17:41:14,973233580,2013-9-28,17:41:10,,,
215,2013-9-28,20:39:41,2013-9-28,20:39:41,780382815,2013-9-28,20:39:36,,,
450,2013-9-29,11:27:09,2013-9-29,11:27:28,849866835,2013-9-29,11:26:41,,,
492,2013-9-30,01:24:47,2013-9-30,01:24:52,993826236,2013-9-30,01:24:14,,,
472,2013-10-2,00:11:45,2013-10-2,00:11:59,504722514,2013-10-2,00:11:26,,,
497,2013-10-2,06:21:21,2013-10-2,06:21:44,240700146,2013-10-2,06:21:17,,,
482,2013-10-2,20:45:32,2013-10-2,20:45:41,644492965,2013-10-2,20:45:22,,,
475,2013-10-3,04:26:08,2013-10-3,04:26:18,551914450,2013-10-3,04:25:57,,,
471,2013-10-4,11:18:25,2013-10-4,11:18:29,381050645,2013-10-4,11:18:14,,,
207,2013-10-4,20:44:55,2013-10-4,20:45:11,728311171,2013-10-4,20:44:52,,,
437,2013-10-5,23:51:01,2013-10-5,23:51:34,161095929,2013-10-5,23:50:34,,,
437,2013-10-7,16:25:16,2013-10-7,16:25:54,198064227,2013-10-7,16:24:43,,,
466,2013-10-8,05:34:33,2013-10-8,05:35:27,896998598,2013-10-8,05:34:09,,,
493,2013-10-8,07:37:53,2013-10-8,07:38:05,102044232,2013-10-8,07:37:43,,,
428,2013-10-9,16:33:19,2013-10-9,16:33:33,251344904,2013-10-9,16:33:06,,,
235,2013-10-10,00:18:30,2013-10-10,00:18:41,663731349,2013-10-10,00:18:26,,,
492,2013-10-10,08:26:37,2013-10-10,08:27:09,38462410,2013-10-10,08:26:22,,,
415,2013-10-11,05:56:09,2013-10-11,05:56:21,940114001,2013-10-11,05:55:44,,,
247,2013-10-11,17:29:33,2013-10-11,17:29:39,458963060,2013-10-11,17:29:06,,,
452,2013-10-12,14:18:30,2013-10-12,14:18:48,584755631,2013-10-12,14:18:17,,,
451,2013-10-14,08:43:48,2013-10-14,08:43:53,811859003,2013-10-14,08:43:25,,,
494,2013-10-14,14:30:12,2013-10-14,14:30:26,36227343,2013-10-14,14:29:43,,,
472,2013-10-15,02:26:41,2013-10-15,02:26:43,470401064,2013-10-15,02:26:38,,,
497,2013-10-15,14:58:48,2013-10-15,14:59:13,781667651,2013-10-15,14:58:23,,,
41,2013-10-18,01:43:21,2013-10-18,01:43:30,602744332,2013-10-18,01:43:00,,,
149,2013-10-19,14:37:33,2013-10-19,14:37:55,817626642,2013-10-19,14:37:12,,,
492,2013-10-20,09:43:40,2013-10-20,09:44:04,249020964,2013-10-20,09:43:28,,,
427,2013-10-23,00:56:50,2013-10-23,00:56:59,175319160,2013-10-23,00:56:40,,,
124,2013-10-23,03:21:44,2013-10-23,03:22:33,774951427,2013-10-23,03:21:21,,,
173,2013-10-24,20:34:28,2013-10-24,20:35:04,942999049,2013-10-24,20:34:08,,,
419,2013-10-25,00:19:08,2013-10-25,00:19:16,257486418,2013-10-25,00:19:02,,,
496,2013-10-26,03:45:37,2013-10-26,03:45:49,975936218,2013-10-26,03:45:13,,,
414,2013-10-26,07:45:57,2013-10-26,07:46:22,352016124,2013-10-26,07:45:32,,,
429,2013-10-26,11:12:32,2013-10-26,11:12:44,701755906,2013-10-26,11:12:15,,,
249,2013-10-26,18:28:59,2013-10-26,18:29:21,764747665,2013-10-26,18:28:40,,,
492,2013-10-27,05:21:33,2013-10-27,05:21:47,726969374,2013-10-27,05:21:26,,,
46,2013-10-27,12:57:04,2013-10-27,12:57:04,136265424,2013-10-27,12:56:38,,,
485,2013-10-27,13:18:26,2013-10-27,13:18:34,554808092,2013-10-27,13:18:25,,,
437,2013-10-27,18:22:06,2013-10-27,18:22:30,500196182,2013-10-27,18:21:44,,,
426,2013-10-28,03:29:58,2013-10-28,03:30:43,977575373,2013-10-28,03:29:41,,,
127,2013-10-29,20:20:46,2013-10-29,20:21:10,551914450,2013-10-29,20:20:40,,,
485,2013-10-30,10:11:40,2013-10-30,10:11:43,960412178,2013-10-30,10:11:25,,,
476,2013-10-30,16:53:44,2013-10-30,16:53:49,243604544,2013-10-30,16:53:21,,,
48,2013-10-31,19:20:33,2013-10-31,19:20:55,453162781,2013-10-31,19:20:17,,,
417,2013-11-4,04:35:44,2013-11-4,04:36:12,733811507,2013-11-4,04:35:42,,,
488,2013-11-5,04:52:23,2013-11-5,04:52:51,864347904,2013-11-5,04:52:11,,,
416,2013-11-5,23:40:20,2013-11-5,23:40:26,249020964,2013-11-5,23:40:12,,,
430,2013-11-6,00:28:51,2013-11-6,00:29:12,902383085,2013-11-6,00:28:16,,,
98,2013-11-6,10:46:09,2013-11-6,10:46:23,902240334,2013-11-6,10:45:37,,,
441,2013-11-6,22:58:49,2013-11-6,22:59:28,109336995,2013-11-6,22:58:21,,,
489,2013-11-7,14:34:35,2013-11-7,14:35:11,398148580,2013-11-7,14:34:04,,,
498,2013-11-9,18:22:52,2013-11-9,18:22:54,741386846,2013-11-9,18:22:39,,,
470,2013-11-10,01:21:42,2013-11-10,01:21:53,774951427,2013-11-10,01:21:20,,,
276,2013-11-13,06:43:54,2013-11-13,06:44:23,752453274,2013-11-13,06:43:27,,,
276,2013-11-15,04:38:28,2013-11-15,04:38:41,587147125,2013-11-15,04:38:00,,,
199,2013-11-16,05:46:06,2013-11-16,05:46:58,551914450,2013-11-16,05:45:38,,,
417,2013-11-16,13:24:54,2013-11-16,13:25:16,570472938,2013-11-16,13:24:36,,,
227,2013-11-16,14:35:15,2013-11-16,14:35:51,782763467,2013-11-16,14:34:56,,,
205,2013-11-16,17:49:32,2013-11-16,17:50:16,774951427,2013-11-16,17:49:25,,,
422,2013-11-17,00:03:03,2013-11-17,00:03:06,55937134,2013-11-17,00:02:46,,,
487,2013-11-18,16:08:59,2013-11-18,16:09:46,214498657,2013-11-18,16:08:46,,,
429,2013-11-21,04:04:13,2013-11-21,04:04:26,752453274,2013-11-21,04:04:04,,,
492,2013-11-21,05:06:19,2013-11-21,05:06:35,256982210,2013-11-21,05:06:14,,,
458,2013-11-23,23:32:43,2013-11-23,23:32:45,460172409,2013-11-23,23:32:36,,,
458,2013-11-24,00:10:13,2013-11-24,00:10:19,309769945,2013-11-24,00:09:51,,,
461,2013-11-24,02:43:09,2013-11-24,02:43:22,256982210,2013-11-24,02:43:05,,,
33,2013-11-24,17:55:38,2013-11-24,17:55:43,572833326,2013-11-24,17:55:04,,,
140,2013-11-24,21:51:44,2013-11-24,21:52:00,485703482,2013-11-24,21:51:42,,,
441,2013-11-25,19:02:30,2013-11-25,19:02:59,743937636,2013-11-25,19:02:26,,,
432,2013-11-25,21:55:27,2013-11-25,21:56:08,744930199,2013-11-25,21:55:24,,,
463,2013-11-26,00:36:18,2013-11-26,00:36:32,718722378,2013-11-26,00:35:51,,,
436,2013-11-27,04:56:02,2013-11-27,04:56:12,946260883,2013-11-27,04:55:56,,,
430,2013-11-27,09:20:27,2013-11-27,09:20:57,224787978,2013-11-27,09:20:07,,,
399,2013-11-28,07:43:40,2013-11-28,07:43:49,875550264,2013-11-28,07:43:26,,,
415,2013-11-28,20:50:53,2013-11-28,20:51:14,970786556,2013-11-28,20:50:48,,,
488,2013-11-30,23:26:11,2013-11-30,23:26:45,462553365,2013-11-30,23:25:57,,,
432,2013-12-1,15:12:53,2013-12-1,15:13:32,205384830,2013-12-1,15:12:22,,,
425,2013-12-3,05:01:25,2013-12-3,05:01:58,677948978,2013-12-3,05:00:51,,,
189,2013-12-8,08:24:44,2013-12-8,08:25:38,436868349,2013-12-8,08:24:30,,,
461,2013-12-9,10:08:19,2013-12-9,10:08:36,396044898,2013-12-9,10:07:53,,,
414,2013-12-11,21:48:06,2013-12-11,21:48:31,588741327,2013-12-11,21:47:35,,,
373,2013-12-11,22:16:37,2013-12-11,22:17:13,782942471,2013-12-11,22:16:20,,,
115,2013-12-12,04:45:49,2013-12-12,04:45:56,746217830,2013-12-12,04:45:20,,,
423,2013-12-12,13:35:57,2013-12-12,13:36:38,386179731,2013-12-12,13:35:25,,,
422,2013-12-12,16:18:51,2013-12-12,16:19:13,885873471,2013-12-12,16:18:45,,,
429,2013-12-15,03:47:32,2013-12-15,03:47:45,461881513,2013-12-15,03:47:05,,,
472,2013-12-17,22:30:21,2013-12-17,22:30:22,605380733,2013-12-17,22:29:59,,,
464,2013-12-19,16:10:55,2013-12-19,16:10:59,231180167,2013-12-19,16:10:36,,,
494,2013-12-20,04:49:05,2013-12-20,04:49:34,722735509,2013-12-20,04:48:50,,,
481,2013-12-20,19:28:36,2013-12-20,19:29:08,979401844,2013-12-20,19:28:14,,,
420,2013-12-21,03:22:06,2013-12-21,03:22:22,285676863,2013-12-21,03:21:33,,,
146,2013-12-21,20:05:28,2013-12-21,20:05:34,102583929,2013-12-21,20:05:25,,,
228,2013-12-22,01:47:01,2013-12-22,01:47:27,104162676,2013-12-22,01:46:31,,,
431,2013-12-24,18:55:53,2013-12-24,18:56:04,393265215,2013-12-24,18:55:35,,,
430,2013-12-25,02:49:20,2013-12-25,02:49:25,343560920,2013-12-25,02:48:55,,,
489,2013-12-26,01:35:37,2013-12-26,01:35:48,106781578,2013-12-26,01:35:20,,,
401,2013-12-28,03:51:15,2013-12-28,03:51:17,106781578,2013-12-28,03:51:00,,,
470,2013-12-28,14:53:42,2013-12-28,14:54:05,53230239,2013-12-28,14:53:18,,,
483,2013-12-29,08:40:09,2013-12-29,08:40:31,743937636,2013-12-29,08:39:57,,,
467,2014-1-2,01:05:52,2014-1-2,01:06:43,529755157,2014-1-2,01:05:27,,,
181,2014-1-2,23:09:48,2014-1-2,23:10:16,10758917,2014-1-2,23:09:44,,,
444,2014-1-3,09:56:15,2014-1-3,09:56:18,157349760,2014-1-3,09:55:41,,,
494,2014-1-3,21:11:41,2014-1-3,21:12:00,339972746,2014-1-3,21:11:31,,,
488,2014-1-4,08:16:21,2014-1-4,08:17:08,274279596,2014-1-4,08:16:03,,,
456,2014-1-4,18:08:17,2014-1-4,18:08:52,439503049,2014-1-4,18:08:09,,,
4,2014-1-5,08:56:42,2014-1-5,08:56:42,692056316,2014-1-5,08:56:16,,,
438,2014-1-5,09:38:01,2014-1-5,09:38:18,38462410,2014-1-5,09:37:28,,,
423,2014-1-6,09:52:15,2014-1-6,09:53:09,108770037,2014-1-6,09:51:54,,,
473,2014-1-6,22:52:16,2014-1-6,22:52:33,351402191,2014-1-6,22:52:00,,,
389,2014-1-8,06:02:03,2014-1-8,06:02:30,256982210,2014-1-8,06:01:44,,,
284,2014-1-8,18:22:45,2014-1-8,18:23:34,813115502,2014-1-8,18:22:18,,,
82,2014-1-8,22:13:55,2014-1-8,22:14:39,713925734,2014-1-8,22:13:32,,,
485,2014-1-9,15:09:46,2014-1-9,15:10:11,975477771,2014-1-9,15:09:32,,,
477,2014-1-9,21:29:12,2014-1-9,21:29:18,78969408,2014-1-9,21:28:39,,,
188,2014-1-10,16:21:36,2014-1-10,16:21:39,937624950,2014-1-10,16:21:13,,,
479,2014-1-11,06:06:02,2014-1-11,06:06:32,759341656,2014-1-11,06:05:35,,,
226,2014-1-12,01:40:15,2014-1-12,01:40:40,941404633,2014-1-12,01:39:52,,,
491,2014-1-13,06:11:01,2014-1-13,06:11:02,10758917,2014-1-13,06:10:52,,,
275,2014-1-14,18:14:57,2014-1-14,18:15:11,805911404,2014-1-14,18:14:33,,,
463,2014-1-15,08:48:23,2014-1-15,08:48:56,414267678,2014-1-15,08:47:53,,,
497,2014-1-16,09:42:59,2014-1-16,09:43:25,89692019,2014-1-16,09:42:39,,,
427,2014-1-16,10:22:40,2014-1-16,10:23:00,239250584,2014-1-16,10:22:11,,,
321,2014-1-17,16:14:21,2014-1-17,16:14:30,190653849,2014-1-17,16:13:48,,,
489,2014-1-18,18:18:32,2014-1-18,18:19:27,319532664,2014-1-18,18:18:32,,,
426,2014-1-19,13:11:35,2014-1-19,13:11:48,971435080,2014-1-19,13:11:34,,,
385,2014-1-20,14:12:35,2014-1-20,14:13:34,591369931,2014-1-20,14:12:35,,,
467,2014-1-20,19:07:25,2014-1-20,19:07:39,959442615,2014-1-20,19:06:59,,,
490,2014-1-20,21:23:08,2014-1-20,21:24:06,56432761,2014-1-20,21:22:59,,,
499,2014-1-21,17:38:25,2014-1-21,17:38:51,708709584,2014-1-21,17:38:04,,,
463,2014-1-22,04:24:26,2014-1-22,04:24:27,100776759,2014-1-22,04:23:54,,,
459,2014-1-22,08:55:42,2014-1-22,08:55:53,67952524,2014-1-22,08:55:35,,,
442,2014-1-24,06:30:28,2014-1-24,06:31:03,249020964,2014-1-24,06:30:15,,,
498,2014-1-26,05:31:44,2014-1-26,05:31:56,339972746,2014-1-26,05:31:18,,,
492,2014-1-28,16:14:55,2014-1-28,16:15:17,579187689,2014-1-28,16:14:46,,,
489,2014-1-29,21:56:53,2014-1-29,21:57:11,571345793,2014-1-29,21:56:52,,,
419,2014-1-31,13:39:18,2014-1-31,13:39:57,924494374,2014-1-31,13:38:44,,,
205,2014-1-31,15:59:42,2014-1-31,16:00:10,794859272,2014-1-31,15:59:31,,,
303,2014-2-1,16:43:25,2014-2-1,16:43:32,496838803,2014-2-1,16:43:07,,,
416,2014-2-2,18:14:33,2014-2-2,18:14:44,813115502,2014-2-2,18:14:31,,,
431,2014-2-2,18:33:24,2014-2-2,18:33:27,658434744,2014-2-2,18:33:04,,,
50,2014-2-3,07:24:57,2014-2-3,07:25:15,752014362,2014-2-3,07:24:31,,,
126,2014-2-3,20:20:36,2014-2-3,20:20:45,849866835,2014-2-3,20:20:35,,,
490,2014-2-4,00:58:55,2014-2-4,00:59:34,77695838,2014-2-4,00:58:25,,,
436,2014-2-4,15:43:51,2014-2-4,15:44:02,529755157,2014-2-4,15:43:30,,,
437,2014-2-5,13:43:01,2014-2-5,13:43:30,554808092,2014-2-5,13:42:30,,,
108,2014-2-8,09:49:04,2014-2-8,09:49:18,138539164,2014-2-8,09:48:39,,,
226,2014-2-8,20:45:26,2014-2-8,20:45:40,588741327,2014-2-8,20:44:56,,,
313,2014-2-10,09:48:30,2014-2-10,09:48:33,887743276,2014-2-10,09:48:10,,,
471,2014-2-11,17:44:17,2014-2-11,17:44:33,890263564,2014-2-11,17:44:12,,,
26,2014-2-11,18:55:44,2014-2-11,18:56:35,902240334,2014-2-11,18:55:38,,,
416,2014-2-12,15:43:38,2014-2-12,15:43:55,782942471,2014-2-12,15:43:22,,,
478,2014-2-14,06:21:17,2014-2-14,06:21:39,884158067,2014-2-14,06:21:06,,,
186,2014-2-15,22:39:23,2014-2-15,22:39:26,88984273,2014-2-15,22:39:08,,,
486,2014-2-16,02:26:23,2014-2-16,02:26:30,921991189,2014-2-16,02:26:08,,,
196,2014-2-17,14:45:23,2014-2-17,14:45:25,477275539,2014-2-17,14:44:56,,,
477,2014-2-17,16:26:30,2014-2-17,16:26:47,89977840,2014-2-17,16:26:16,,,
500,2014-2-17,19:05:41,2014-2-17,19:06:02,20074037,2014-2-17,19:05:18,,,
486,2014-2-17,19:27:29,2014-2-17,19:27:33,935465753,2014-2-17,19:27:28,,,
488,2014-2-17,21:20:58,2014-2-17,21:21:19,47152099,2014-2-17,21:20:29,,,
498,2014-2-21,00:38:05,2014-2-21,00:38:09,296973894,2014-2-21,00:37:44,,,
416,2014-2-22,20:39:17,2014-2-22,20:39:31,152271743,2014-2-22,20:39:09,,,
427,2014-2-25,06:30:21,2014-2-25,06:30:47,462553365,2014-2-25,06:30:19,,,
442,2014-2-25,16:22:41,2014-2-25,16:23:22,500196182,2014-2-25,16:22:18,,,
419,2014-2-26,21:59:26,2014-2-26,21:59:40,462604504,2014-2-26,21:58:53,,,
494,2014-2-27,03:27:28,2014-2-27,03:27:35,500196182,2014-2-27,03:27:02,,,
266,2014-2-27,22:14:54,2014-2-27,22:15:14,562113148,2014-2-27,22:14:48,,,
304,2014-3-1,13:33:09,2014-3-1,13:33:25,285832675,2014-3-1,13:32:49,,,
166,2014-3-1,15:41:14,2014-3-1,15:41:44,626923077,2014-3-1,15:40:54,,,
445,2014-3-2,02:38:51,2014-3-2,02:39:17,614334441,2014-3-2,02:38:21,,,
487,2014-3-5,04:43:41,2014-3-5,04:44:20,626923077,2014-3-5,04:43:07,,,
497,2014-3-6,01:32:41,2014-3-6,01:33:03,565461597,2014-3-6,01:32:26,,,
471,2014-3-6,06:22:06,2014-3-6,06:22:16,60912883,2014-3-6,06:21:39,,,
495,2014-3-6,07:07:56,2014-3-6,07:08:06,187652627,2014-3-6,07:07:41,,,
437,2014-3-8,01:45:14,2014-3-8,01:45:45,69713477,2014-3-8,01:45:01,,,
449,2014-3-8,03:47:04,2014-3-8,03:47:41,780382815,2014-3-8,03:46:40,,,
444,2014-3-8,17:50:33,2014-3-8,17:50:39,554808092,2014-3-8,17:50:24,,,
480,2014-3-9,08:19:07,2014-3-9,08:19:20,175319160,2014-3-9,08:18:53,,,
419,2014-3-9,18:33:56,2014-3-9,18:34:44,924494374,2014-3-9,18:33:31,,,
105,2014-3-10,05:32:48,2014-3-10,05:33:05,980844757,2014-3-10,05:32:43,,,
413,2014-3-10,11:01:55,2014-3-10,11:02:21,167761724,2014-3-10,11:01:37,,,
101,2014-3-11,20:22:40,2014-3-11,20:22:46,175319160,2014-3-11,20:22:15,,,
394,2014-3-12,02:17:50,2014-3-12,02:17:55,155877543,2014-3-12,02:17:40,,,
436,2014-3-13,13:05:55,2014-3-13,13:05:55,104162676,2014-3-13,13:05:26,,,
443,2014-3-13,18:07:15,2014-3-13,18:07:17,91964030,2014-3-13,18:07:06,,,
416,2014-3-13,20:29:40,2014-3-13,20:29:54,979401844,2014-3-13,20:29:14,,,
484,2014-3-14,01:48:18,2014-3-14,01:49:10,436868349,2014-3-14,01:47:50,,,
163,2014-3-15,13:04:11,2014-3-15,13:04:38,398148580,2014-3-15,13:03:45,,,
89,2014-3-15,18:26:24,2014-3-15,18:26:48,721637978,2014-3-15,18:26:19,,,
500,2014-3-17,22:01:33,2014-3-17,22:01:56,470401064,2014-3-17,22:01:08,,,
429,2014-3-19,08:45:32,2014-3-19,08:45:45,955565528,2014-3-19,08:45:18,,,
178,2014-3-19,15:51:12,2014-3-19,15:51:22,682823194,2014-3-19,15:51:10,,,
302,2014-3-19,16:05:40,2014-3-19,16:05:55,817626642,2014-3-19,16:05:16,,,
458,2014-3-19,17:13:03,2014-3-19,17:13:23,69713477,2014-3-19,17:12:30,,,
421,2014-3-20,07:34:41,2014-3-20,07:35:07,296973894,2014-3-20,07:34:10,,,
428,2014-3-20,11:25:12,2014-3-20,11:25:30,709380995,2014-3-20,11:25:12,,,
436,2014-3-22,05:53:32,2014-3-22,05:54:00,671956331,2014-3-22,05:53:10,,,
484,2014-3-23,01:05:50,2014-3-23,01:06:15,198064227,2014-3-23,01:05:44,,,
431,2014-3-23,09:31:21,2014-3-23,09:31:45,409664056,2014-3-23,09:30:49,,,
154,2014-3-24,05:22:53,2014-3-24,05:23:09,588741327,2014-3-24,05:22:51,,,
464,2014-3-25,12:17:29,2014-3-25,12:17:41,875550264,2014-3-25,12:17:13,,,
472,2014-3-26,06:02:03,2014-3-26,06:02:03,418354002,2014-3-26,06:01:29,,,
473,2014-3-26,09:46:13,2014-3-26,09:46:26,887565472,2014-3-26,09:45:51,,,
495,2014-3-28,02:18:13,2014-3-28,02:18:45,656860655,2014-3-28,02:18:10,,,
419,2014-3-28,22:40:28,2014-3-28,22:40:51,346248436,2014-3-28,22:40:22,,,
345,2014-3-29,22:41:40,2014-3-29,22:41:41,461519247,2014-3-29,22:41:20,,,
494,2014-3-31,16:36:13,2014-3-31,16:36:15,551914450,2014-3-31,16:36:09,,,
300,2014-4-2,17:22:43,2014-4-2,17:22:52,844737783,2014-4-2,17:22:32,,,
416,2014-4-5,02:22:38,2014-4-5,02:23:07,709140187,2014-4-5,02:22:06,,,
474,2014-4-6,15:12:31,2014-4-6,15:13:08,116452252,2014-4-6,15:12:21,,,
457,2014-4-7,00:42:35,2014-4-7,00:42:57,59740381,2014-4-7,00:42:25,,,
498,2014-4-7,16:29:39,2014-4-7,16:29:48,540328465,2014-4-7,16:29:14,,,
486,2014-4-8,11:57:28,2014-4-8,11:57:46,617148859,2014-4-8,11:57:06,,,
463,2014-4-9,15:44:51,2014-4-9,15:44:58,236327583,2014-4-9,15:44:29,,,
